n,CT,CQ
271.95,36.42493211079536,1.030017299213815
254.5,36.80360466033074,0.9796702780006296
250.6166666666667,36.80547124810562,0.9805302948188669
237.3166666666667,36.8387222838617,0.9974264630194594
255.6833333333333,36.87895028929339,0.9755510606703376
251.1333333333333,36.89008098992653,0.9873124398967914
272.85,36.89266812582962,1.039671897392419
272.0166666666667,36.98508639778951,1.042675926698994
254.8,37.02415168538538,0.9402369540264908
270.9166666666667,37.05727880238148,1.044685349280408
270.2,37.06327952573119,1.043524750866258
256.3333333333333,37.09578240988322,0.9405145756148988
273.35,37.27974136053924,1.043588902630414
269.7333333333333,37.28685119669191,1.051240163650482
254.7,37.32351071129045,0.993532615015248
271.7,37.32386162551871,1.042618263258011
250.4166666666667,37.32939899222535,0.9815978987033012
273.7666666666667,37.4608660023973,1.007378201828439
276.1833333333333,37.47020173020297,1.000671745689768
280.95,37.4914327735414,0.9986459094236666
256.3666666666667,37.5146101633852,1.070625629483271
272.45,37.54354591788053,1.049166078313116
254.5166666666667,37.5666153892172,0.9518777192066167
276.1,37.60118370173212,1.003803573579102
254.4333333333333,37.62890485599833,1.075210494852047
272.1,37.64476374861606,1.012751357013201
252.55,37.6488746861143,1.083793446994216
269.4,37.65766379015179,1.054225287366051
263.75,37.66277359363296,0.9324805067447597
274.75,37.68797070872517,1.007251702658032
278.1333333333333,37.70100509754579,1.002547769501896
265.2,37.70867078081582,0.9352975407686053
262.5833333333333,37.71417106628842,0.9404511872273348
257.8333333333333,37.73897793979929,1.077438826514346
270.3833333333333,37.75521549142827,1.054810339541691
269.9,37.77153843436133,1.052800262468659
301.5166666666667,37.85041717858422,0.9587616426043355
274.6,37.85071909968359,1.01271460214464
277.4833333333333,37.87155487990523,1.006834146427045
273.3333333333333,37.88384745850052,1.015053842550357
279.0666666666667,37.90651323864454,1.003893337671602
274.4166666666667,37.91343866493406,1.006875911939816
305.6666666666667,37.95957883332686,0.9472621598609234
266.8666666666667,37.99112518464901,1.064638663589298
271.3,38.0001453482839,1.05587552878907
301.0166666666667,38.01702639393958,0.9586677730987414
276.0666666666667,38.03805566254174,1.011181114022109
272.0166666666667,38.05997170980206,1.020603286582683
306.55,38.10859494009203,0.9521009785006477
322.85,38.24805991544397,1.018948030040093
323.7666666666667,38.28648070340157,1.019806843530789
261.85,38.30637848622636,1.080088660211187
324.2166666666666,38.34851432315507,1.01748943624167
304.7166666666666,38.35964738610379,0.9566124464161949
324.1666666666667,38.37867992078849,1.021055980801771
324.85,38.39012752907465,1.019606699711348
272.3,38.39421797489319,1.02401976750503
324.15,38.42687890706639,1.025600087732749
268.1833333333333,38.4834496590364,1.073269281371485
299.5333333333334,38.51746598064442,0.9665833875196587
325.35,38.52511947661878,1.024992110239763
324.3666666666667,38.61609713881358,1.029891531881167
326.0333333333334,38.76932659772691,1.027041220060509
322.7,38.94981009791906,1.034569985272606
325.4333333333333,38.97762755388248,1.027296278181103
326.2,39.1978669949301,1.033213543681916
324.2166666666666,39.23757729313959,1.032396890697036
325.2833333333334,39.29731874574625,1.035438076764309
326.9166666666667,39.49782808575389,1.037659809241603
