n,CT,CQ
269.2472991666667,62.9800443395954,2.160527471655058
249.1611823333333,62.92664254313604,2.026993229263648
270.9195218333333,62.63679912137223,2.151880427560732
268.1778543333333,62.39501037584539,2.156778025564646
271.6389665,62.22952255730014,2.135111399121671
278.3861906666667,62.20638938156632,2.110415335489724
270.102855,62.16010543496215,2.142794937983493
274.0695228333333,62.10456152954605,2.123471124012718
263.666742,62.05990211100818,1.949765962983372
271.9695221666666,62.0373107898108,2.131954516914575
259.3500741666667,61.89694447123545,1.962081060875341
274.6139673333333,61.66864725826544,2.108907492257076
268.8,61.62716788055843,1.994942983986784
269.4417436666666,61.52909364118619,2.128786383612052
273.952856,61.52584940682905,2.114189547462755
250.3667381666667,61.51909894167566,2.004629376036303
259.7584075,61.49552157580221,1.944689475558834
267.555632,61.4847130379379,2.13830249644664
338.85,61.46250731310779,2.011551081959866
334.3666666666667,61.30373497963907,2.019798748624937
268.4695211666667,61.24260501096052,2.129405342671413
276.0917455,61.22004318918149,2.098510769256362
268.3666666666667,61.20245811752824,1.983014650221429
253.380628,61.16261067474112,1.968283562910421
328.1166666666667,61.08643049007743,2.005253736802896
287.8166666666667,61.05108321359445,2.083414656019633
313.9,61.03641946492618,1.889973238012872
287.6666666666667,61.02533546496173,2.084884358008129
287.1333333333333,61.02277077064916,2.084154499740401
271.6000776666667,60.89247207332283,2.105177012878038
287.1166666666667,60.88955700001596,2.081253020535994
286.9833333333333,60.87918063522333,2.076250263442089
317.2,60.82627380293209,1.87429867780629
288.7333333333333,60.78788193093842,2.077464247316546
286.2,60.76490985823352,2.075678952912666
325.2333333333333,60.74761236029482,1.998339362093085
340.8333333333333,60.64045570607495,1.977370019419507
326.4833333333333,60.60295182147485,1.992534971468945
318.9833333333333,60.50566451071884,1.854690436836963
340.0166666666667,60.49771597481871,1.986833890941674
338.95,60.48170359218049,1.982134263263485
267.8666666666667,60.47962104291503,1.962822774181004
338.6666666666667,60.46909364008858,1.992363057341879
327.2666666666667,60.44184320016674,1.992621960528071
285.9833333333333,60.4330958845821,2.078793292119529
306.5833333333333,60.40873197973351,1.877961316648197
285.2166666666666,60.24440549556739,2.068098829833363
339.7666666666667,60.20597967941597,1.976476393310298
286.8166666666667,60.03430530643897,2.058943780836539
338.3333333333333,60.0334415061338,1.98014661420354
341.3666666666667,60.02084257960858,1.966652321802963
285.0666666666667,60.00587693416666,2.055536626548983
342.3166666666667,59.94076574107036,1.963403316904255
285.9833333333333,59.85608646905347,2.057558672987996
265.4333333333333,59.80902934100948,1.948891187795543
286.2833333333334,59.58851469422675,2.046657301694199
287.1166666666667,59.57683535858844,2.049550865820472
264.5,59.44827010374298,1.943255984093336
287.6333333333333,59.23932384947766,2.037008183908486
326.5333333333334,58.96981910725086,1.958023009746337
302.5,58.92995854731165,1.869624003845636
266.7333333333333,58.77731618766501,1.934258555560359
